record_id,road_id,road_name,segment_name,area,road_class,segment_length_km,center_lat,center_lon,distance_from_aust_km,day_of_week,day_type,hour,time_slot,weather_condition,congestion_index_0_100,traffic_level,db_traffic_level,avg_speed_car_kph,avg_speed_motorbike_kph,avg_speed_rickshaw_kph,avg_speed_bus_kph,avg_speed_walk_kph,travel_min_per_km_car,travel_min_per_km_motorbike,travel_min_per_km_rickshaw,travel_min_per_km_bus,travel_min_per_km_walk,bus_available,expected_bus_wait_min,road_condition_score_0_100,synthetic_hazard_probability,data_status,notes
T0000067,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Wednesday,Weekday,18,18:00,Clear,94,Severe,SEVERE,4,13.5,7.1,4,4.7,15.0,4.458,8.424,15.0,12.766,0,,87,0.198,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000068,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Wednesday,Weekday,19,19:00,Clear,98,Severe,SEVERE,4,13.0,7.0,4,4.7,15.0,4.627,8.624,15.0,12.766,0,,74,0.183,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000069,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Wednesday,Weekday,20,20:00,Clear,95,Severe,SEVERE,4,13.3,7.1,4,4.7,15.0,4.499,8.473,15.0,12.766,0,,79,0.179,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000070,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Wednesday,Weekday,21,21:00,Clear,80,Severe,SEVERE,6.6,15.2,7.7,4.1,4.7,9.13,3.953,7.792,14.583,12.766,0,,73,0.147,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000071,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Wednesday,Weekday,22,22:00,Clear,63,Heavy,HEAVY,10.1,17.3,8.4,6.3,4.7,5.963,3.475,7.142,9.524,12.766,0,,80,0.122,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000072,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Wednesday,Weekday,23,23:00,Clear,46,Moderate,MODERATE,13.6,19.4,9.1,8.5,4.7,4.427,3.1,6.592,7.071,12.766,0,,78,0.102,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000073,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,0,00:00,Clear,39,Light,MODERATE,15.0,20.2,9.4,9.4,4.7,4.002,2.969,6.389,6.393,12.766,0,,68,0.103,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000074,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,1,01:00,Clear,23,Light,LOW,18.3,22.2,10.1,11.4,4.7,3.283,2.706,5.969,5.243,12.766,0,,73,0.067,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000075,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,2,02:00,Clear,15,Free,LOW,19.9,23.2,10.4,12.5,4.7,3.012,2.591,5.78,4.811,12.766,0,,77,0.071,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000076,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,3,03:00,Clear,17,Free,LOW,19.5,22.9,10.3,12.2,4.7,3.076,2.619,5.826,4.912,12.766,0,,71,0.052,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000077,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,4,04:00,Clear,12,Free,LOW,20.5,23.5,10.5,12.9,4.7,2.922,2.55,5.712,4.667,12.766,0,,73,0.038,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000078,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,5,05:00,Clear,21,Light,LOW,18.7,22.4,10.1,11.7,4.7,3.211,2.676,5.921,5.128,12.766,0,,77,0.059,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000079,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,6,06:00,Clear,50,Moderate,MODERATE,12.7,18.9,8.9,8.0,4.7,4.712,3.181,6.713,7.527,12.766,0,,83,0.126,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000080,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,7,07:00,Clear,47,Moderate,MODERATE,13.3,19.2,9.1,8.4,4.7,4.495,3.12,6.622,7.179,12.766,0,,84,0.116,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000081,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,8,08:00,Clear,76,Heavy,HEAVY,7.4,15.7,7.9,4.6,4.7,8.116,3.829,7.629,12.963,12.766,0,,72,0.151,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000082,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,9,09:00,Clear,91,Severe,SEVERE,4.3,13.8,7.2,4,4.7,13.913,4.339,8.28,15.0,12.766,0,,72,0.17,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000083,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,10,10:00,Clear,80,Severe,SEVERE,6.6,15.2,7.7,4.1,4.7,9.13,3.953,7.792,14.583,12.766,0,,78,0.182,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000084,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,11,11:00,Clear,72,Heavy,HEAVY,8.2,16.2,8.0,5.1,4.7,7.304,3.713,7.472,11.667,12.766,0,,79,0.154,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000085,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,12,12:00,Clear,63,Heavy,HEAVY,10.1,17.3,8.4,6.3,4.7,5.963,3.475,7.142,9.524,12.766,0,,78,0.128,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000086,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,13,13:00,Clear,59,Moderate,HEAVY,10.9,17.8,8.6,6.8,4.7,5.513,3.379,7.004,8.805,12.766,0,,82,0.115,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000087,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,14,14:00,Clear,70,Heavy,HEAVY,8.6,16.4,8.1,5.4,4.7,6.957,3.657,7.396,11.111,12.766,0,,83,0.143,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000088,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,15,15:00,Clear,69,Heavy,HEAVY,8.8,16.5,8.2,5.5,4.7,6.795,3.63,7.359,10.853,12.766,0,,70,0.127,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000089,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,16,16:00,Clear,75,Heavy,HEAVY,7.6,15.8,7.9,4.8,4.7,7.897,3.799,7.589,12.613,12.766,0,,76,0.168,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000090,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,17,17:00,Clear,83,Severe,SEVERE,6.0,14.8,7.6,4,4.7,10.075,4.051,7.919,15.0,12.766,0,,82,0.159,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000091,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,18,18:00,Clear,97,Severe,SEVERE,4,13.1,7.0,4,4.7,15.0,4.583,8.573,15.0,12.766,0,,86,0.185,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000092,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,19,19:00,Clear,98,Severe,SEVERE,4,13.0,7.0,4,4.7,15.0,4.627,8.624,15.0,12.766,0,,79,0.203,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000093,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,20,20:00,Clear,98,Severe,SEVERE,4,13.0,7.0,4,4.7,15.0,4.627,8.624,15.0,12.766,0,,70,0.202,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000094,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,21,21:00,Clear,76,Heavy,HEAVY,7.4,15.7,7.9,4.6,4.7,8.116,3.829,7.629,12.963,12.766,0,,68,0.141,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000095,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,22,22:00,Clear,60,Heavy,HEAVY,10.7,17.6,8.5,6.7,4.7,5.619,3.403,7.038,8.974,12.766,0,,70,0.121,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000096,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Thursday,Weekday,23,23:00,Clear,49,Moderate,MODERATE,12.9,19.0,9.0,8.1,4.7,4.638,3.16,6.682,7.407,12.766,0,,85,0.1,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000097,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,0,00:00,Clear,13,Free,LOW,20.3,23.4,10.5,12.7,4.7,2.951,2.564,5.734,4.714,12.766,0,,74,0.069,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000098,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,1,01:00,Clear,6,Free,LOW,21.8,24.3,10.8,13.6,4.7,2.756,2.473,5.58,4.403,12.766,0,,78,0.03,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000099,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,2,02:00,Rain,17,Free,LOW,19.5,22.9,10.3,12.2,4.7,3.076,2.619,5.826,4.912,12.766,0,,78,0.105,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000100,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,3,03:00,Clear,3,Free,LOW,22.4,24.6,10.9,14.0,4.7,2.68,2.436,5.517,4.281,12.766,0,,85,0.027,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000101,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,4,04:00,Clear,8,Free,LOW,21.4,24.0,10.7,13.4,4.7,2.809,2.498,5.623,4.487,12.766,0,,73,0.046,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000102,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,5,05:00,Clear,3,Free,LOW,22.4,24.6,10.9,14.0,4.7,2.68,2.436,5.517,4.281,12.766,0,,70,0.025,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000103,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,6,06:00,Clear,24,Light,LOW,18.1,22.1,10.0,11.3,4.7,3.32,2.721,5.994,5.303,12.766,0,,82,0.087,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000104,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,7,07:00,Clear,44,Moderate,MODERATE,14.0,19.6,9.2,8.7,4.7,4.297,3.062,6.532,6.863,12.766,0,,79,0.121,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000105,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,8,08:00,Clear,66,Heavy,HEAVY,9.4,16.9,8.3,5.9,4.7,6.352,3.551,7.249,10.145,12.766,0,,76,0.146,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000106,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,9,09:00,Clear,72,Heavy,HEAVY,8.2,16.2,8.0,5.1,4.7,7.304,3.713,7.472,11.667,12.766,0,,79,0.153,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000107,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,10,10:00,Clear,71,Heavy,HEAVY,8.4,16.3,8.1,5.3,4.7,7.126,3.685,7.434,11.382,12.766,0,,81,0.147,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000108,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,11,11:00,Clear,49,Moderate,MODERATE,12.9,19.0,9.0,8.1,4.7,4.638,3.16,6.682,7.407,12.766,0,,82,0.119,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000109,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,12,12:00,Clear,44,Moderate,MODERATE,14.0,19.6,9.2,8.7,4.7,4.297,3.062,6.532,6.863,12.766,0,,73,0.119,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000110,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,13,13:00,Clear,48,Moderate,MODERATE,13.1,19.1,9.0,8.2,4.7,4.565,3.14,6.652,7.292,12.766,0,,77,0.11,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000111,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,14,14:00,Clear,48,Moderate,MODERATE,13.1,19.1,9.0,8.2,4.7,4.565,3.14,6.652,7.292,12.766,0,,75,0.128,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000112,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,15,15:00,Clear,48,Moderate,MODERATE,13.1,19.1,9.0,8.2,4.7,4.565,3.14,6.652,7.292,12.766,0,,75,0.123,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000113,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,16,16:00,Clear,56,Moderate,HEAVY,11.5,18.1,8.7,7.2,4.7,5.217,3.31,6.904,8.333,12.766,0,,67,0.121,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000114,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,17,17:00,Clear,60,Heavy,HEAVY,10.7,17.6,8.5,6.7,4.7,5.619,3.403,7.038,8.974,12.766,0,,68,0.125,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000115,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,18,18:00,Clear,75,Heavy,HEAVY,7.6,15.8,7.9,4.8,4.7,7.897,3.799,7.589,12.613,12.766,0,,72,0.161,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000116,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,19,19:00,Clear,80,Severe,SEVERE,6.6,15.2,7.7,4.1,4.7,9.13,3.953,7.792,14.583,12.766,0,,83,0.174,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000117,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,20,20:00,Clear,85,Severe,SEVERE,5.5,14.6,7.5,4,4.7,10.821,4.12,8.007,15.0,12.766,0,,74,0.158,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000118,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,21,21:00,Clear,51,Moderate,MODERATE,12.5,18.7,8.9,7.8,4.7,4.79,3.202,6.744,7.65,12.766,0,,77,0.123,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000119,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,22,22:00,Rain,59,Moderate,HEAVY,10.9,17.8,8.6,6.8,4.7,5.513,3.379,7.004,8.805,12.766,0,,82,0.167,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000120,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Friday,Weekend,23,23:00,Clear,28,Light,LOW,17.2,21.6,9.8,10.8,4.7,3.478,2.783,6.094,5.556,12.766,0,,84,0.061,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000121,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Saturday,Weekend,0,00:00,Clear,22,Light,LOW,18.5,22.3,10.1,11.6,4.7,3.246,2.691,5.945,5.185,12.766,0,,72,0.056,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000122,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Saturday,Weekend,1,01:00,Clear,6,Free,LOW,21.8,24.3,10.8,13.6,4.7,2.756,2.473,5.58,4.403,12.766,0,,84,0.053,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000123,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Saturday,Weekend,2,02:00,Clear,3,Free,LOW,22.4,24.6,10.9,14.0,4.7,2.68,2.436,5.517,4.281,12.766,0,,73,0.015,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000124,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Saturday,Weekend,3,03:00,Clear,6,Free,LOW,21.8,24.3,10.8,13.6,4.7,2.756,2.473,5.58,4.403,12.766,0,,75,0.021,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000125,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Saturday,Weekend,4,04:00,Clear,11,Free,LOW,20.7,23.6,10.5,13.0,4.7,2.893,2.537,5.689,4.62,12.766,0,,78,0.062,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000126,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Saturday,Weekend,5,05:00,Clear,8,Free,LOW,21.4,24.0,10.7,13.4,4.7,2.809,2.498,5.623,4.487,12.766,0,,79,0.039,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0000127,R0001,Love Road,Love Road - Segment 1,Tejgaon Industrial Area,local,1.4,23.7636,90.4069,0.004,Saturday,Weekend,6,06:00,Clear,28,Light,LOW,17.2,21.6,9.8,10.8,4.7,3.478,2.783,6.094,5.556,12.766,0,,77,0.062,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
